file_name,report_name,organisation_description,contributor_details,assessment_content,technology_description,purposes_description,report_date,aiaaic_link,challenge_11,evaluation_11,impact_level_11,challenge_12,evaluation_12,impact_level_12,challenge_13,evaluation_13,impact_level_13,challenge_14,evaluation_14,impact_level_14,challenge_15,evaluation_15,impact_level_15,challenge_16,evaluation_16,impact_level_16,challenge_21,evaluation_21,impact_level_21,challenge_22,evaluation_22,impact_level_22,challenge_23,evaluation_23,impact_level_23,challenge_31,evaluation_31,impact_level_31,challenge_32,evaluation_32,impact_level_32,challenge_41,evaluation_41,impact_level_41,challenge_42,evaluation_42,impact_level_42,challenge_43,evaluation_43,impact_level_43,challenge_44,evaluation_44,impact_level_44,challenge_45,evaluation_45,impact_level_45,challenge_46,evaluation_46,impact_level_46
fria-instance-gpt-17.ttl,1,0.5,1.0,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,0.9588260866416639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-18.ttl,1,0.5,1.0,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,0.9588260866416639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-19.ttl,1,1.0,1.0,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,0.9267726470371962,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-20.ttl,1,0.5,1.0,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,0.9588260866416639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-21.ttl,1,0.5,1.0,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,0.9588260866416639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-22.ttl,1,0.5,1.0,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,0.9588260866416639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-23.ttl,1,0.5,1.0,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,0.9588260866416639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09013538654834811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-24.ttl,1,0.5,0.5,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,0.9588260866416639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17388407854810883,1.0,1.0,0.2015576255348428,1.0,1.0,0.09013538654834811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-25.ttl,1,1.0,1.0,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,0.9588260866416639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-26.ttl,1,0.5,0.5,1,0,1,1,1,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,0.9588260866416639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17388407854810883,1.0,1.0,0.2015576255348428,1.0,1.0,0.09013538654834811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-27.ttl,1,1.0,1.0,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-28.ttl,1,1.0,1.0,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-29.ttl,1,1.0,1.0,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-30.ttl,1,1.0,1.0,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-31.ttl,1,1.0,1.0,0,1,1,1,1,0.9999999999999999,1.0,1.0,0.8152754424233367,1.0,1.0,0.7177826540570784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-32.ttl,1,1.0,1.0,0,1,1,1,1,0.9999999999999999,0.5,0.5,0.9999999999999998,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.9999999999999999,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5
fria-instance-gpt-33.ttl,1,1.0,1.0,0,1,1,1,1,0.9999999999999999,0.5,0.5,0.9999999999999998,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.9999999999999999,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5
fria-instance-gpt-34.ttl,1,1.0,1.0,0,1,1,1,1,0.9999999999999999,0.5,0.5,0.9999999999999998,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.9999999999999999,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5
fria-instance-gpt-35.ttl,1,1.0,1.0,0,1,1,1,1,0.9999999999999999,0.5,0.5,0.9999999999999998,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.9999999999999999,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5
fria-instance-gpt-36.ttl,1,1.0,1.0,0,1,1,1,1,0.9999999999999999,0.5,0.5,0.9999999999999998,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.9999999999999999,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5
fria-instance-gpt-37.ttl,1,1.0,1.0,0,1,1,1,1,0.9999999999999999,0.5,0.5,0.9999999999999998,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.6949973879403737,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.9999999999999999,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5
fria-instance-gpt-38.ttl,1,1.0,1.0,0,1,1,1,1,0.9999999999999999,0.5,0.5,0.9999999999999998,0.5,0.5,0.9588260866416639,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.6949973879403737,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.9999999999999999,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5
fria-instance-gpt-39.ttl,1,1.0,1.0,0,1,1,1,1,0.9999999999999999,0.5,0.5,0.9999999999999998,0.5,0.5,0.9588260866416639,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.6949973879403737,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.9999999999999999,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5
fria-instance-gpt-40.ttl,1,1.0,1.0,0,1,1,1,1,0.9999999999999999,0.5,0.5,0.9999999999999998,0.5,0.5,0.9588260866416639,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.6949973879403737,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.9999999999999999,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5
fria-instance-gpt-41.ttl,1,1.0,1.0,0,1,1,1,1,0.9999999999999999,0.5,0.5,0.9999999999999998,0.5,0.5,0.9588260866416639,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.9999999999999999,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5
fria-instance-gpt-42.ttl,1,1.0,1.0,0,1,1,1,1,0.9999999999999999,0.5,0.5,0.9999999999999998,0.5,0.5,0.9588260866416639,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.9055499650942062,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.9999999999999999,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5
fria-instance-gpt-43.ttl,1,1.0,1.0,0,1,1,1,1,0.9999999999999999,0.5,0.5,0.9999999999999998,0.5,0.5,0.9588260866416639,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.9055499650942062,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.9999999999999999,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5
fria-instance-gpt-44.ttl,1,1.0,1.0,1,1,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03816772230154735,1.0,1.0,0.0,0.0,0.0,0.030726286001427894,1.0,1.0,0.0,1.0,1.0,0.9843241382880896,1.0,1.0,0.2061102121170091,1.0,1.0,0.3207612118031853,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-45.ttl,1,1.0,1.0,0,1,1,1,1,0.9999999999999999,0.5,0.5,0.9999999999999998,0.5,0.5,0.9588260866416639,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.10964258683453855,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.9999999999999999,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5
fria-instance-gpt-46.ttl,1,1.0,1.0,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,1.0,0.9588260866416639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-47.ttl,1,1.0,1.0,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-48.ttl,1,1.0,1.0,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-49.ttl,1,1.0,1.0,1,1,1,1,1,0.9999999999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9843241382880896,1.0,1.0,0.9172086716108718,1.0,1.0,0.9267726470371962,1.0,1.0,1.0,1.0,1.0
fria-instance-gpt-50.ttl,1,1.0,1.0,1,1,1,1,1,0.14968883751210077,1.0,1.0,0.12928149652243098,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14074934642602957,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2479074824385796,1.0,1.0,0.0,0.0,0.0,0.23457791022529417,1.0,1.0,0.3995593379206028,1.0,1.0,0.9843241382880896,1.0,1.0,0.2061102121170091,1.0,1.0,0.3207612118031853,1.0,1.0,1.0,1.0,1.0
